T,M,D,K,C,Val,Usage,Val_Adj
8,3,C2,P3,S4,-2.604988194492188,1.1555555555555554,-2.254316706772086
8,3,C2,P3,S6,-2.604988194492188,0.2222222222222222,-11.722446875214848
8,4,C1,P3,S1,-2.604988194492188,0.26666666666666666,-9.768705729345706
8,4,C1,P3,S4,-2.604988194492188,1.0222222222222221,-2.5483580163510537
8,4,C1,P3,S6,-2.604988194492188,0.13333333333333333,-19.537411458691412
8,4,C2,P3,S1,-2.604988194492188,1.0222222222222221,-2.5483580163510537
8,4,C2,P3,S4,-2.604988194492188,1.1555555555555554,-2.254316706772086
8,4,C2,P3,S6,-2.604988194492188,0.2222222222222222,-11.722446875214848
9,0,C1,P3,S1,-1.9747387847675792,0.26666666666666666,-7.405270442878423
9,0,C1,P3,S4,-1.9747387847675792,1.0222222222222221,-1.9318096807508929
9,0,C1,P3,S6,-1.9747387847675792,0.13333333333333333,-14.810540885756845
9,0,C2,P3,S1,-1.9747387847675792,1.0222222222222221,-1.9318096807508929
9,0,C2,P3,S4,-1.9747387847675792,1.1555555555555554,-1.7089085637411745
9,0,C2,P3,S6,-1.9747387847675792,0.2222222222222222,-8.886324531454108
9,1,C1,P3,S1,-1.9747387847675792,0.26666666666666666,-7.405270442878423
9,1,C1,P3,S4,-1.9747387847675792,1.0222222222222221,-1.9318096807508929
9,1,C1,P3,S6,-1.9747387847675792,0.13333333333333333,-14.810540885756845
9,1,C2,P3,S1,-1.9747387847675792,1.0222222222222221,-1.9318096807508929
9,1,C2,P3,S4,-1.9747387847675792,1.1555555555555554,-1.7089085637411745
9,1,C2,P3,S6,-1.9747387847675792,0.2222222222222222,-8.886324531454108
9,2,C1,P3,S1,-1.9747387847675792,0.26666666666666666,-7.405270442878423
9,2,C1,P3,S4,-1.9747387847675792,1.0222222222222221,-1.9318096807508929
9,2,C1,P3,S6,-1.9747387847675792,0.13333333333333333,-14.810540885756845
9,2,C2,P3,S1,-1.9747387847675792,1.0222222222222221,-1.9318096807508929
9,2,C2,P3,S4,-1.9747387847675792,1.1555555555555554,-1.7089085637411745
9,2,C2,P3,S6,-1.9747387847675792,0.2222222222222222,-8.886324531454108
9,3,C1,P3,S1,-1.9747387847675792,0.26666666666666666,-7.405270442878423
9,3,C1,P3,S4,-1.9747387847675792,1.0222222222222221,-1.9318096807508929
9,3,C1,P3,S6,-1.9747387847675792,0.13333333333333333,-14.810540885756845
9,3,C2,P3,S1,-1.9747387847675792,1.0222222222222221,-1.9318096807508929
9,3,C2,P3,S4,-1.9747387847675792,1.1555555555555554,-1.7089085637411745
9,3,C2,P3,S6,-1.9747387847675792,0.2222222222222222,-8.886324531454108
9,4,C1,P3,S1,-1.9747387847675792,0.26666666666666666,-7.405270442878423
9,4,C1,P3,S4,-1.9747387847675792,1.0222222222222221,-1.9318096807508929
9,4,C1,P3,S6,-1.9747387847675792,0.13333333333333333,-14.810540885756845
9,4,C2,P3,S1,-1.9747387847675792,1.0222222222222221,-1.9318096807508929
9,4,C2,P3,S4,-1.9747387847675792,1.1555555555555554,-1.7089085637411745
9,4,C2,P3,S6,-1.9747387847675792,0.2222222222222222,-8.886324531454108
10,0,C1,P3,S1,-1.376001845529201,0.26666666666666666,-5.160006920734504
10,0,C1,P3,S4,-1.376001845529201,1.0222222222222221,-1.3460887619307402
10,0,C1,P3,S6,-1.376001845529201,0.13333333333333333,-10.320013841469008
10,0,C2,P3,S1,-1.376001845529201,1.0222222222222221,-1.3460887619307402
10,0,C2,P3,S4,-1.376001845529201,1.1555555555555554,-1.1907708278618085
10,0,C2,P3,S6,-1.376001845529201,0.2222222222222222,-6.192008304881404
10,1,C1,P3,S1,-1.376001845529201,0.26666666666666666,-5.160006920734504
10,1,C1,P3,S4,-1.376001845529201,1.0222222222222221,-1.3460887619307402
10,1,C1,P3,S6,-1.376001845529201,0.13333333333333333,-10.320013841469008
10,1,C2,P3,S1,-1.376001845529201,1.0222222222222221,-1.3460887619307402
10,1,C2,P3,S4,-1.376001845529201,1.1555555555555554,-1.1907708278618085
10,1,C2,P3,S6,-1.376001845529201,0.2222222222222222,-6.192008304881404
10,2,C1,P3,S1,-1.376001845529201,0.26666666666666666,-5.160006920734504
10,2,C1,P3,S4,-1.376001845529201,1.0222222222222221,-1.3460887619307402
10,2,C1,P3,S6,-1.376001845529201,0.13333333333333333,-10.320013841469008
10,2,C2,P3,S1,-1.376001845529201,1.0222222222222221,-1.3460887619307402
10,2,C2,P3,S4,-1.376001845529201,1.1555555555555554,-1.1907708278618085
10,2,C2,P3,S6,-1.376001845529201,0.2222222222222222,-6.192008304881404
10,3,C1,P3,S1,-1.376001845529201,0.26666666666666666,-5.160006920734504
10,3,C1,P3,S4,-1.376001845529201,1.0222222222222221,-1.3460887619307402
10,3,C1,P3,S6,-1.376001845529201,0.13333333333333333,-10.320013841469008
10,3,C2,P3,S1,-1.376001845529201,1.0222222222222221,-1.3460887619307402
10,3,C2,P3,S4,-1.376001845529201,1.1555555555555554,-1.1907708278618085
10,3,C2,P3,S6,-1.376001845529201,0.2222222222222222,-6.192008304881404
10,4,C1,P3,S1,-1.376001845529201,0.26666666666666666,-5.160006920734504
10,4,C1,P3,S4,-1.376001845529201,1.0222222222222221,-1.3460887619307402
10,4,C1,P3,S6,-1.376001845529201,0.13333333333333333,-10.320013841469008
10,4,C2,P3,S1,-1.376001845529201,1.0222222222222221,-1.3460887619307402
10,4,C2,P3,S4,-1.376001845529201,1.1555555555555554,-1.1907708278618085
10,4,C2,P3,S6,-1.376001845529201,0.2222222222222222,-6.192008304881404
